name,planet_type,output_dir,st_teff,rstar,feh,logg,pl_mass,pl_rad,mh,mh_str,au,phase,cto,tint,rfacv,noTiOVO,nstr_upper,nlevel,nstr_deep,nofczns,p_bottom,p_top,guess,local_ck_path
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,0.5,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,0.5,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,0.5,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,0.5,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,1.0,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,3.0,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Neptune,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.05,0.35,100,+200,10.0,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.1,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,0.5,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,1.0,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,3.0,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,SuperNep,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.09,0.54,50,+170,10.0,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.1,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,140,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,0.5,140,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,1.0,0,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,1.0,0,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,1.0,45,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,1.0,45,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,1.0,90,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,1.0,90,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,1.0,120,0.7,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
ReflectXGasGiantModelGrid,Saturn,/data2/lpearce/ReflectXGasGiantModelGrid/,7000,1.7,1,4.0,0.3,0.8,10,+100,1.0,120,1.5,100,0.5,True,85,91,89,1,2,-6,guillot,/data/kcoeff_2020_v3
